,discourse_id,discourse_text
8254,904e1bcf2cc3,"This quote makes it clear to the audience that scientists are doing whatever it takes to develop multiple, efficient plans for space travel."
8255,904e1bcf2cc3,The author also goes onto provide different examples to further convey how close scientists are to developing the safest plan possible.
8256,904e1bcf2cc3,"They specifically mention the use of simplified electronics made of silicon carbide and explain how they've already been tested in a chamber that simulate the conditions of Venus's surfaces, yet how they're still being improved upon."
8257,904e1bcf2cc3,"They also describe an old technology called mechanical computer, noting how this technology has already been used frequently in the 1940's and how it can be incorporated into space travel now."
8258,904e1bcf2cc3,The author has given detailed descriptions of the efforts made and the options available to provide a safe embarkment for humans to support the ideas that Venus is a worthy pursit.
8259,407d4d7a304a,"Clearly, the author has efficiently and convincingly supported the idea that studying Venus is a worthy pursuit despite the dangers it presents."
8260,407d4d7a304a,"By describing all the information about the existence of other life forms and the similarities to Earth that we could potentially learn from the study, the author proves how worthy Venus is to be discovered."
8261,407d4d7a304a,"The author also rebuttals one of the main concerns for traveling to the planet by explaining how plans are being developed to make travel and living conditions surviveable, safe, and efficient for both humans and machines."
8262,407d4d7a304a,"In ""The Challenge of Exploring Venus,"" the author was able to convey and support the idea that Venus is worthy of exploration."
8263,dc4936042b3f,"My claim for, ""Making Mona Lisa Smile,"" would go against what the author is trying to say."
8264,d7ed71d7ffaf,"The reason is, because anybody can say that they made a Facial Action Coding System computers."
8265,86c348000711,Also the Author says that the Facial Action Coding System computers can Deteced when you are happy or when you are sad.
8266,86c348000711,In Paragraph 4 it says that each expression is compared against a neutral face showing no emotion.
8267,86c348000711,Also it says that it can scan movements in a real face or in the the painted face of Mona Lisa.
8268,86c348000711,Plus it can be used for a video as well that show a new emotion with the software.
8269,f59faeef1c55,If somebody did make a computer like that then why did nobody put it in a Newspaper or even a magazine
8270,af083f1c57fb,If you are reading this then you would understand what I am trying to say or try to tell you.
8271,af083f1c57fb,I think also if they did come put with the computer then people would like to be able to hear what the computer is capable of.
8272,af083f1c57fb,If you understand then you would agree with me that the people should know what it does and what it can not do.
8273,af083f1c57fb,"If it can stop fight's then it should be brought to the people's attention, but if it can not stop fight's then it should not be brought to the people's attention"
8274,a02c1db5d864,What if you the reader are using this and it tells you that you are mad then keep it.
8275,a02c1db5d864,"Then on the other hand you got to realize that if it says that you are mad but you are happy, then give it back to the company that you bought the item from and get your money back."
8276,a02c1db5d864,So that is why my claim is going to be against what the author is trying to say.
8277,6bb68e710705,The reason why that is my claim is because you can never trust if the item will work or not.
8278,f37ceabbeb0b,If a real person is reading this then you will understand what I am trying to tell you.
8279,f37ceabbeb0b,"Also if you were wise as well then you can understand what I am trying say by, ""you can never trust if the item will work or not."""
8280,ae0e595e7567,So this is why my claim is what it is.
8281,8e80cd25b6d5,"I think that the new technology to read students faces in the class room could be of some use, but I also think that it would not be of use in the classroom."
8282,09e05c3c073f,The reason I think it would be useful is it could help a teacher understand some of the kids facial expressions.
8283,f19a4878cd6f,"A teacher can read the childs face to see if they can help then when they are sad and dont tell anyone, but I also think that it would be an invasion of the childs space, because sometimes when kids or even adults get mad or sad and they dont say anything to anyone it's because they dont want people to know."
8284,f19a4878cd6f,It could help in somecases like when a child is being bulllied at school and they dont tell someone then the teacher could use the device to see that the child is either sad or mad or even both.
8285,5548ca6d015f,"
I support and do not support this at ther same time."
8286,5548ca6d015f,"i support it because I feel it could be helpful but I do not suppot this because I feel if a child needs help with how they are feeling they will go to an adult they trust, weather it be a teacher at school or a parent or even a friend at achool."
8287,1fff20c5639e,People that think that the face was created by alliens think that beacuase they probably heard that from someone else or someone told them without having any real facts
8288,d407b8905805,But if we go into more details i remember once i read/seen something about that there might be some alliens out there in space.
8289,d407b8905805,The face of the earth was created by natrual landform as NASA has said.
8290,d407b8905805,"On May 24,2001 a spacecraft was circling around when they fount a shadowy figure like a human face!"
8291,d407b8905805,The thing is how will we ever know the real truth behind that.
8292,d407b8905805,Yeah i know people tell us differnt things but how will we know witch one to belive out of all them.
8293,d407b8905805,We obviosly have to belive NASA because they are the ones that go up there often and let us know if there is anything new up there.
8294,909fe7d88e71,Its not like we can go up there anytime we want and cheke for ourselfs!
8295,909fe7d88e71,The bad thing is that we will never find out for our ownselfs but thats just the way things are!
8296,45cc778bd831,"In ""The Challenge of Exploring Venus,""the author suggests that studying planet Venus is a worthy pursuit despite the dangerous it presents"
8297,8e51a0790934,"Since Venus is the closet planet to Earth in terms of density and size, the distance are similar too."
8298,8e51a0790934,This planet has different speeds.
8299,8e51a0790934,"Though, humans have sent many spacecrafts to this dangerous land."
8300,8e51a0790934,Each mission was unmanned sicne no spacecraft ever survived the landing for a few hours.
8301,503e3955480d,Some dangerous this planet planet presents
8302,5607aadd7ffc,the atmosphere is thick and is almost 97 percent of carbon dioxide.
8303,5607aadd7ffc,The clouds are highly corrosive sulfuric acid in the atmosphere and the conditions are more extreme than human encounter in Earth.
8304,5607aadd7ffc,"""Venus has the hottest surface temperature of any planet in our solor system, even though Mercury is closeer to our Sun""(Paragraph 3)."
8305,5607aadd7ffc,"It has so much heat and pressure and the weather presents additional dangerous which are, erupting volcanoes,powerful earthquakes, and excesive amount of lighting strikes."
8306,79d4ccfad82a,This dangerous can really affect humans and humans won't really be able to survive in that planet.
8307,e31d22643b42,Scientists believe Venus was once covered largely wiht oceans and could of supported forms of life
8308,6d02241179a8,scientists are now able to knwo more about technology and ivent new spacecrafts.
8309,6d02241179a8,We now have new information of the Planet Venus
8310,91c24afc9cc4,"Now, we know it's surface is rocky sediment and includes familiar features such as valleys, mountains, and craters."
8311,2af9dfdc40a0,"In conclusion, I think the more we learn the more we can be able to experience more things and have more knwoledge."
8312,2af9dfdc40a0,Technology has been playin a big part of this situations and expriences.
8313,2af9dfdc40a0,The more technology advances the more we will be able to exprience more.
8314,4be5e6c32e08,My principal has decided that students should do at least on extracurricular activity
8315,b54740fbd07c,I disagree with this because i think that students can do what they feel like doing and not be forced into something.
8316,fbe165be8ef2,This will probably change a lot of things
8317,32a0b05cabd6,We will be forced to do sports some students dont't like sports either they're not fit for it or they just don't like sports at all.
8318,e74c522b464a,Some people might want to work on there yearbooks but not everyone gets yearbooks.
8319,c121007634e6,The student council i don't feel like any student would really want to do it.
8320,d3f98694c2fa,Because what will it be about what will they say they might hurt or say something a student does not want to hear.
8321,506dcafcf9bb,Sports what will they will have to do and what they will need.
8322,506dcafcf9bb,In sports you have to have the equipment your so pose to have for that sport.
8323,506dcafcf9bb,"It could be Baseball, Football, Basketball or Soccer and whatever sport there is chosen for that student."
8324,506dcafcf9bb,Most sports you have to do conditioning so you have to run a lot and some people don't like running.
8325,506dcafcf9bb,Some people are not athletic and there just not good enough for sports.
8326,506dcafcf9bb,They might want to have a job and trying to go for what they want to do later in life.
8327,506dcafcf9bb,A lot of sports you can get seriously injured and some students might not want that to happen to them.
8328,5fe909312e60,What is wrong with the yearbook.
8329,5fe909312e60,What are they going to do with the yearbook because all you have to do is set the students that took there picture in alphabetical order.
8330,5fe909312e60,What will they do when there done with It.
8331,5fe909312e60,There not going to let a lot of people do it because you don't need half the school.
8332,5fe909312e60,Plus It's going to be hard if everyone wants to do the yearbooks.
8333,b05a05f62861,What will they do with the student council.
8334,b05a05f62861,I don't think this is a good idea at all because hoe are they going to go threw the whole school for whatever they have to say to every individual student.
8335,b05a05f62861,It might take a while for a lot of students or it might be quick.
8336,b05a05f62861,It's going to be hard because some people are good and don't need it.
8337,a130be310a53,I think these things are bad ideas.
8338,a130be310a53,I don't think this will be good because students want to focus on there education and to go for an higher future.
8339,fa27249e1ccd,Why should you join the Seagoing Cowboys program?
8340,c191235bb1b1,you should join the Seagoing Cowboys program
8341,ab3b11a153fb,you could help people over seas and in other countries.
8342,181808396ba1,"A boy named Luke Bomberger got to do all of the things that you could be able to do, by joining the Seagoing Cowboys program."
8343,dad8537a10e5,you could get to see many unique places all over the world.
8344,71caf28acded,A lot of people do not get to see some of the things that you could be able to see during the Seagoing Cowboys program.
8345,71caf28acded,"After the animals are unloaded and you have some free time, you could so site seeing and do all of it for free!"
8346,71caf28acded,Luke Bomberger got to do this while visiting many different countries for free.
8347,71caf28acded,Now that is a once in a lifetime opportunity.
8348,cd0c9aadf783,you could travel all over the world for free!
8349,878ae7dd8a93,That is a once in a lifetime opportunity.
8350,878ae7dd8a93,You don't get to travel to places for free very often.
8351,878ae7dd8a93,Luke Bomberger had the chance to go to many different countries and see many different things in those countries.
8352,16b30dda34b1,"when you are in the different countries and you have freetime over in those places, is that you can meet people and learn their about cutures."
8353,4259e5150ec7,"Luke got to go see and meet new people during his free time while people were still unloading the animals, and probably learned new things about those peoples cultures too."
8354,92444990a713,you can learn a lot of survival skills on the ships that you are on.
8355,e85bccd5bdbe,"If you ever are a capatin of a ship in the Seagoing Cowboys program or in any program, is that you will already know how to control a ship, keep your ship members in order, and know what to do when you are on that ship."
8356,e85bccd5bdbe,Luke Bomberger got to learn a few things on how to contol a ship and what to do when a storm hits and you sail right through the storm.
8357,6dbfad5d5213,you could meet new people on the ship and get to know them
8358,9db28401c8ec,A lot of people do not have friends or just want to be more social.
8359,9db28401c8ec,A way you could do that is by joining the program.
8360,9db28401c8ec,"After all of the animals are unloaded and you are heading back to your home to pick up more animals, you could play games with some of your ship members."
8361,9db28401c8ec,"Luke Bomberger got to meet new people and probably made some new friends while on some of those trips, even though he already had a friend that was going with him on the ships and things."
8362,3a795618b1ae,you can spend a lot of time with animals.
8363,fd09da94e00f,"After you are finished with the program, and you need to find a job, you could open a new farm and already know how to take care of most of your animals."
8364,fd09da94e00f,When Luke was on the ship he already knew how to take care of the animals but he probable go to learn new things on how to take care of them.
8365,27eaa262290f,Those are the reasons why you should join the Seagoing Cowboys program.
8366,27eaa262290f,"You get to help people, see unique places, you could travel all ofver the world, you get to learn about peoples cultures, you can learn a alot of survival skills, you can meet new people on the ship and make friends, and you get to learn a lot about animals and how to take care of them."
8367,27eaa262290f,Those are some of the many reasons you should join the Seagoing Cowboys program.
8368,87bb472ef800,Luke didn't paticipate in the Seagoing Cowboys because he hat to stay at home.
8369,87bb472ef800,And because he had just graduated from high school.
8370,87bb472ef800,he didn't think it was nessisary to go and he had a leave at home even tho he had a family at home.
8371,87bb472ef800,He didn't want to just leave them at home with out him.
8372,87bb472ef800,Becuase he had no one to watch them when they was at home alone with no one to talk to.
8373,87bb472ef800,He desided to stay and not go so he can be there with them and he was going to pertect them from harmes way.
8374,87bb472ef800,he loved his family to much to just leaver to join a cowboy group with people her didn't know at all so he said No and that he was staying with them.
8375,87bb472ef800,Because if he would have left it would proboly change ther life and his forever.
8376,87bb472ef800,they didn't want to stay home by there self for a long time he wanted to stay and help them out around there house and other stuff.
8377,87bb472ef800,And because it was to danges for him any way that is why he didn't want to go.
8378,87bb472ef800,And he just wanted to stay and not put himself in danger because it was a war and he didn't want to die and never return.
8379,42fd2a83aa95,"""SCORE!"
8380,42fd2a83aa95,"Three points to the Wildcats,"" an announcer exclaims."
8381,42fd2a83aa95,"The crowd goes absolutely wild, and the players feel proud about their effort."
8382,42fd2a83aa95,Basketball is only one of the many amazing and exciting extracurricular activities students have the privilege to pick from.
8383,42fd2a83aa95,"There's a variety to what's available, from art to softball to helping produce the school yearbook."
8384,42fd2a83aa95,"Each of those activities are creative, entertaining, and helpful one way or another."
8385,42fd2a83aa95,"In addition, our principal has decided that all students should take part in at least one extracurricular activity."
8386,42fd2a83aa95,"As a result, some students are complaining and disapproving about this decision while others, such as me, think this is an opportunity for students to have a incredible time doing whatever activity they choose."
8387,ddc45b422e5e,Our school should have these extracurricular activities
8388,de22ec3545c0,"because it gives students a chance to socialize with new people,"
8389,c7a7ff1bb009,"learn new skills and experience new things,"
8390,b1cee69b8595,entertain themselves while impacting the school as well as the community.
8391,1ded58c9dd1d,"To elaborate, drama, or theater, involves everyone to communicate with each other to create a scene that will dazzle the audience."
8392,1ded58c9dd1d,"They must decide how to react, talk, and act to one another to make the performance truly spectacular."
8393,1ded58c9dd1d,"Additionally, students don't just see their classmates when they go to their chosen activity, there are other kids from other grades there as well, so it's the perfect chance to meet unfamiliar people, and chat with familiar people, too."
8394,1ded58c9dd1d,"To add to that, the activity likely brings out skills in others that you didn't know they had, and that enables students to connect with one another and find out more about each other."
8395,69e9fcef5661,Most activity leaders allow field trips at least once a year.
8396,69e9fcef5661,"As an effect, students get to go places they've never been before, and if they have, they get to share their experience at that place with different people."
8397,69e9fcef5661,"Also, multiple activities, such as art, teach students to make certain things."
8398,69e9fcef5661,"In artistic cases, you get to learn about pottery, clay, watercolor and acrylic painting, different drawing tools, and more."
8399,69e9fcef5661,"In addition, music lets you explore your voice, public speaking lets you learn how to be a motivational speaker, marching band lets you play more pieces of music with your instrument, and experience more with it, and so many more activities teach you a variety of different things."
8400,e72ea6eecccb,"For example, teens in charge of the yearbook have a entertaining time making sure their product is pleasing to the eye, so that our school has something valuable to sell to students, and so that they can look back on all the great memories they had at our precious school."
8401,e72ea6eecccb,"Nevertheless, at the same time they're expressing their creativity into the book."
8402,e72ea6eecccb,"Also, the art students create posters and fliers to advertise upcoming school events so that everyone can enjoy that event with their friends."
8403,e72ea6eecccb,"I know by experience that creating colorful, bright papers is a fun-filled activity to do."
8404,e72ea6eecccb,"Plus, some students who are in the Environment Protection Youths of Virginia group volunteer to pick up litter along the sidewalks, in parks, and many other places that would harm the environment of our beloved state if they weren't cleared and cleaned."
8405,e72ea6eecccb,They have a wonderful time doing just that while chatting to their friends.
8406,2dadc48b8b27,"To summarize, because students get to socialize with people they never got the opportunity to talk to before, experience new things and get taught new skills, and impact the community as well as themselves, I believe extracurricular activities should definitely be included at our school."
8407,2dadc48b8b27,"They are a very bright part of anyone's day, something that a kid could look forward to on a boring Monday."
8408,2dadc48b8b27,"Also, they could find out new things they didn't have a clue about."
8409,2dadc48b8b27,"A teen gets to talk to others near their age group who started out just being part of a crowd, but because they met them while playing the part of Juliet, they turned into a best friend."
8410,2dadc48b8b27,"Additionally, we get to help the whole state while having a incredible time."
8411,2dadc48b8b27,"So whether it's the applause of an audience at a play, the encouraging comment of a friend on a picture, or the announcement of a score it took a team effort to achieve, the activity that got someone there made a mark on their heart."
8412,ad131938feac,Studying Venus is a worthy pursuit despite the dangers because Venus is one of the brightest points of light in the night sky and human curiosity will likely lead us into many equally intimidating endeavors.
8413,a13bd18b6f9b,"Venus's knickname is sometimes called the ""Evening Star"" mainly because Venus is simple to see from the distant but safe vantage point of Earth has proved a very challenging place to examine closely."
8414,a13bd18b6f9b,"It is also called the ""Evening Star"" because Venus is the closest planet to Earth in terms of density and size, and occasionally the closest in distance too."
8415,a13bd18b6f9b,"On Venus, the temperatures average over 800 degrees Farenheit, and the atmospheric pressure is 90 times greater than on Earth."
8416,46cde515ee1a,These conditions are far more extreme than anything human would encounter on Earth.
8417,fc35886ff045,It is not suprising that the temperature average is so high given the fact that Venus has the hottest surface temperature of any planet in our solar system.
8418,fc35886ff045,"So basically, if you walk on Venus you will get burns."
8419,fc35886ff045,Studying Venus is one of the brightest points of light in the night sky because it is simple for even an amateur stargazer to spot.
8420,fc35886ff045,"Yes, Venus has proved a very challenging place to examine more closely, but although it is not clear due to the fact that 97 percent carbon dioxide blankets Venus, it is still simple to see from the distant, safe vantage point."
8421,fc35886ff045,No spacecraft survived for more than a few hours because of the carbon dioxide blanketing clouds of Venus.
8422,fc35886ff045,The clouds of Venus most likely explains why not a single spacecraft torched down on Venus for more than three decades.
8423,fc35886ff045,Venus's atmosphere at night is not affected by carbon dioxide of highly corrosive sulfuric acid.
8424,fc35886ff045,This is exactly why studying Venus is one of the brightest points of light in the night sky is simple for an amateur stargazer to spot.
8425,2c46f4fb275d,Studying Venus is a worthy pursuit despite the dangers it presents because human curiosity will likely lead us into many equally intimidating endeavors.
8426,8766eca52a97,Venus has value because of the insight to be gained on the planet itself just like intimidating endeavors does as well.
8427,8766eca52a97,"Our travels on Earth and beyond should not be limited by dangers and doubts, it should only be expanded to meet the very edges of imagination and innovation."
8428,8766eca52a97,This helps to strive to meet the challenge presented by Venus has value.
8429,90f6cea6cc76,"So, because our travels should not be limited by dangers and doubts, intimidating endeavors should only be expanded to meet the imagination and innovation of the travel."
8430,90f6cea6cc76,"So, because Venus is simple to see from the distant and because our travels should be expanded, studying Venus is a worthy pursuit because it only presents a small amount of dangers."
8431,90f6cea6cc76,"So, If Venus was more of a dangerous planet to explore, walk on, and study, would this be a planet that everyone would be interested to study and afraid to walk on to explore?"
8432,03e66ebd46db,"There are many ways to learn new things, through experience, being taught, and a multitude of other ways to obtain new information."
8433,03e66ebd46db,School is the perfect place to learn new things from teachers that have extensive experience in their specific area of expertise.
8434,03e66ebd46db,It is the teacher's and administration's job to help provide a well-rounded education for their students and part of that is assigning work that the students do not want to do.
8435,03e66ebd46db,Summer projects are important so the students continue to use their brain and learn how to retain information.
8436,8b7e5305d2a1,Teachers should design the projects
8437,e844bfd20bbe,"they know the material,"
8438,3dee8737c85f,"have experience making lessons and projects,"
8439,9ab997fd5d20,if it was student designed then the work would be almost non-existent.
8440,6f6e43de1bac,"In order to become a teacher, one has to go to college and earn a degree along with a teaching license and certification."
8441,6f6e43de1bac,Years of studying and mastering the material provides them with the tools needed to teach their students the subject.
8442,6f6e43de1bac,Students go to school in order to learn.
8443,6f6e43de1bac,"If they do not know the material, how do they have any qualifications to design a project that would make sure that they learned everything required by the school district, state, or country?"
8444,6f6e43de1bac,People go to school in order to become teachers because they want to help their students learn and grow.
8445,6f6e43de1bac,"Not only is it the subject the teachers are teaching to them, but life skills and tools they can use in the future."
8446,6f6e43de1bac,"If all the work that the students did was up to them, they would lack important skills like researching and communication that could help them in internships and the work world."
8447,31c4e9bd795d,"Charts, flip charts, and simulations are all used by most teachers to show information that is important."
8448,31c4e9bd795d,"In the summer, students aren't going to want to do homework regardless but if the project is set up with clear and concise directions, it makes the work seem less daunting otherwise."
8449,31c4e9bd795d,"For example, if a student had planned a project, the project would only make sense to them because they are responsible for planning it out and the steps needed."
8450,31c4e9bd795d,"When that transfers onto paper, other students won't know what is happening in the brain of the student who created it and will be confused."
8451,6571c64d669c,"If students were given the opportunity to create their own summer assignment, it would most likely end up being under 5 questions with minimal work needed to be done in order to complete it."
8452,6571c64d669c,"This does not help the students in any way, shape, or form."
8453,6571c64d669c,Teenagers look for the quick and easy results that aren't as available as they think in the real world.
8454,6571c64d669c,The point of high school is to prepare you for college.
8455,6571c64d669c,If the work you do in high school is easy and not challenging there is a greater risk for those students to struggle more in college with the huge increase in course work.
8456,6571c64d669c,There are some students who crave the challenge and look for the ability to better themselves.
8457,48e3b0d91f00,If they had the opportunity to create their own project it would be beneficial to them because they are willing to put in the work.
8458,d35ce1017b60,"Teachers can't trust that all students are like that though because each kid is different and most likely, when given the chance, the student will take the day to go to the pool rather than sit at home and do their own research about Stem Cell research."
8459,9886a043997e,"Education, is in the hands of each individual and what they choose to make of it is up to them, but teachers should be there to guide and educate their students into making the right choices with their education."
8460,9886a043997e,"Although at the time, their students might respond to the summer assignment with a groan, it is in their best interest to do the work assigned to them by their teacher."
8461,9886a043997e,Summer projects should be created by their teachers instead of themselves because teachers know what is important and they know what tools and resources to use in order to learn something new.
8462,9886a043997e,Students have to realize that teachers want what is best for them and want them to be able to succeed in life.
8463,69c32e020215,The use of technology to read the emotional expressions of students in a classroom is valuable
8464,2e7a4bb9bee9,The reason for this is that you can tell weather the person is really smiling or not
8465,f5dba8bdf97f,"The computer software FACS (Facial Action Coding System) can classify 6 basic emotions like happiness, surprise, anger, disgust, fear, and sadness."
8466,f5dba8bdf97f,The passage states that the computer contructs a 3-D computer model of the face;all 44 major muscles in the model must move like human muscles.
8467,f5dba8bdf97f,Movement of one or more muscles is called an 'action unit.
8468,f5dba8bdf97f,"The passage also states that using video imagery, the new emotion-recongnintion software tracks these facial movments-in a real face or in the painted face of Monia Lisa."
8469,f5dba8bdf97f,It can even identify mixed emotions.
8470,f5dba8bdf97f,Each exspression is compared against a neutral face
8471,913197273bd4,The computer can tell weather you are happy or sad
8472,36f99fe1255d,"Like in the passage it says that for an example, if you smile when a web ad appears on your screen, a similar ad might follow."
8473,36f99fe1255d,"But if you frown, the next ad will be different"
8474,f4afeeb9d84a,"A classroom computer could recognize when a student is becoming confused or bored, then it can modify the lesson like an effective human instructor."
8475,94d42fde27b7,The evidence from this passage shows that the use of this technology to read the emotional exspressions of students in a classroom is very helpful.
8476,94d42fde27b7,"like stated in the claim and passage ""A classroom computer could recognize when a student is becoming confused or bored, then it could modify the lesson, like an effective human instructor."""
8477,6a7b766263e0,"In ""The challenge of the Exploring Venus"" it shows alot of the good and bad of studies that will help us understand why the author suggest that studying venus is a worthy pursuit despite the dangers it presents."
8478,e98fcf6cc9bf,The article stated that it is one of the brightest point of light in the sky.
8479,e5de71efe724,Vince is the 2rd closest plant to the sun
8480,94ad7738724a,which meaning 800 degrees fahrenheit and the presseure is 90 times greater than what we experience on our own planet.
8481,94ad7738724a,"170 degrees fahrenheit, but the air pressure would be close to that of sea level on Earth, although Venus has the hottest surface temperature of any planet in our solar system even though Mercury is closer to our sun, if humans lived there ther could be a chance of additional impediments like erupting volcanoes, powerful earthquakes, and freqent lighting strikes to probes seeking to land on its surface."
8482,94ad7738724a,"Otherwise the planet would still have some efatures that are analogous to those on Earth such like Valleys, mountains,and craters."
8483,d1676764591c,Venus can sometimes be our nearest option for planetary visit.
8484,da18cd87d51d,Asronomers are fascinated by Venus because it may erll once have been the most Earth-like planet in our solar system and i trust that the astronomers would say that because we still think that Mar would be our planetary visit.
8485,da18cd87d51d,"Although humans have sent numerous spacecrafts to land on the ""cloud-draped world"" as they call it."
8486,da18cd87d51d,"They have said that no spacecraft has survived the landing for more than a few hours ,despite its proximity to us and, of course should like a big danger and risk to take, not easy conditions, but survivable for humans."
8487,da18cd87d51d,NASA's possibile solution to hostile conditions on the surface Venus would allow scientists to float above the fray.
8488,8f5970bdcb96,"Researcher cannot take samples of rock, gas, or anything else, from a distance, Venus would need to get uo close and personal"
8489,abfcd8bd1d8d,"despite the risks, they are working on innovations that allow our machines to last long enough to contribute meaningfully to our knowledge of venus, and some simplified electronics made of silicon carbide have been tested in a chamber simlating the chaos of Venus's surface and have lasted for three weeks in such conditions."
8490,abfcd8bd1d8d,"But now they use mechanical computers which were first envisioned in the 1800s and played lots of important roles in the 1940s, by comparison systems that use mechanical parts can be more resistant to pressure, heat, and other forces."
8491,592e5fe65087,What i think of all of this is that the author us right to suggest that studying Venus is a worthy pursuit depite the danger and chaos it represents human curiosity will likely lead us into many equally intimidating endeavors.
8492,592e5fe65087,Our travels on Eather and beyond should not be limited by dangers and boubts but should be expanded to meet the very edges of imagination and innovation as the article stated.
8493,592e5fe65087,"The astronomers of today they shall wonder off to make Venus a both safe and scienctifically productive, and the people of todays world would be amazing at all the thing that is happening or what will happened to Venus."
8494,960cc278e5b6,I do not agree with technology to read students emotional expressions should be used because it is just a waste of money.
8495,5b9512fa67e3,I honestly believe that teachers or former students should know when someone is upset angry or happy.
8496,5b9512fa67e3,I mean it would be irrelavent for a school to spend thouasands of dollars to know when someone is upset.
8497,5b9512fa67e3,Teachers should be able to see if their own students would be upset.
8498,aa48584a0ccf,Schools could spend the money on more important things
8499,ea20e952fb6f,like for textbooks gym equipment sports classrooms or even build another part to the school not some emotion detector
8500,113a82aaafde,But hey it is 2018 anything could happen.
8501,113a82aaafde,"In paragraph 5 it states ""In fact, we humans perform this same impressive ""calculation"" every day."
8502,113a82aaafde,"For instance, you can probably tell how a friend is feeling simply by the look on her face."""
8503,113a82aaafde,DR. Huang predicts.
8504,113a82aaafde,"""Then it could modify the lesson, like an effective human instructor."""
8505,113a82aaafde,How could that even work.
8506,72226250b5bf,In this artical the auther explains why exploring Venus is a good idea
8507,8cd13fdcb80f,"by stating that it is the closest to earth in size,dencity,and mass aswell as being the cosest in distance."
8508,d047a3b33cc0,He aso states that it could help us get better at sace travel.
8509,1458742e43d8,In paragrah one he is talking about how Venus is closely similar to Earth in size shae an mass by saying
8510,842d898fe05e,"Venus is the closest planet to Earth in terms of Density and size, and occasinally the closest in distance too."""
8511,4484fc2f4be7,He also states in paragrah five that NASA is working on a methid to buuild on Venus by having large floting blimps that fly over the death and missery of the planets serfice.
8512,4608e882ab60,exploring Benus could also bring about new methids of taraforming to make a planets serfice hospidible.
8513,4608e882ab60,Exploring Venus could also bring about new ways to space travle and new technology.
8514,81f11863ef04,"
In paragraph seven the auther mentions mechanical computers that dont relay on electricity and small and insitive chips but insted rely on gears and clock works."
8515,7f3b6812cbd3,"So all in all exploring venus is a goodish idea if we can figure out how to actualy , one make it there and two figure out how to sistain a perminant bace."
8516,7f3b6812cbd3,there is plenty of good evidence in this artical about space exploration and the such and why i think Venus is an exoplanet (a planet that culd or has sistain life)
8517,70b338bf61ff,"In the article ""Making Mona Lisa Smile,"" a man creates a program that can detect human emotion."
8518,70b338bf61ff,That man is Professor Thomas Huang.
8519,70b338bf61ff,The program he created can detect on how a person is truly feeling.
8520,70b338bf61ff,"I only know 6 emotions so far and they are happiness, anger, sadness, surprise, fear, and disgust"
8521,a6a048db52f3,The program could lead to major scientific/artistic break throughs.
8522,8cddfb5a0c2a,The program uses muscle identification to determine what emotion the person is making.
8523,b98caeb803a4,A specific muscle is used to make an emotion.
8524,b98caeb803a4,"For example, the zygomatic major is used to move the lips up to make a smile."
8525,b98caeb803a4,"The zygomatic major and the risorius is used to force a smile like if you feel awkward, depressed, or upset but doesn't want to show it."
8526,b98caeb803a4,So even the program can tell if you are forcing a smile or you are actually happily smiling.
8527,c76404cbc69e,Expressing emotions everyday could improve how you actually feel and you may get more out of life than you would with a straight face
8528,7ccc54b5e182,"People will think you are are happy if you smile, sad if you frown, content if you have a straight face, etc."
8529,7ccc54b5e182,"People analyze how you are feeling to share iin your happiness, make you feel better so you are no longer sad, and calm you down if you are angry."
8530,07b42be5f578,"With this program, people can now understand human emotions better than than naked eye."
8531,07b42be5f578,"This kind of program could be used in therapy sessions, doctor's offices, and hospitals."
8532,963aa8586c71,"This artical,""The Challenge of Exploring Venus,"" is the authors way to give ideas on how to help get closer to Venus"
8533,3e9124ffb4ff,the author starts out with how and what Venus looks like.
8534,3e9124ffb4ff,"The author also compares Venus to Earth and says ""[It's] Often reffered to as Earth's ""twin.""'"
8535,bc9be1522ffc,"The author's article, ""The Challenge of Exploring Venus,"" has a very good look into why we need to explore and learn more about Venus."
8536,bc9be1522ffc,The athor even gives ideas/ways for NASA to be able to explore Venus.
8537,bc9be1522ffc,"Examples like ""...NASA's possible solution to the hostile conditions on the surface of Venus would allow scientists to float above the fray."""
8538,bc9be1522ffc,This is one of the few ideas that the author gives out.
8539,bc9be1522ffc,"The whole artical is about how Venus is so like Earth or ""Earth's ""twin.""'"
8540,bc9be1522ffc,"This is a good artical to look for if looking up ideas for a essay because it gives facts like ""...Venus is the closest planet to Earth in terms of density and size."""
8541,bc9be1522ffc,"Or facts about the devices that they used in the pass that didn't work like ""...simplified electronics made of silicon carbide have been tested in a chamber simulating the chaos of Venus's surface..."""
8542,a028a4eb5b86,"To end off on a good term, the author had put in time to let people know that we should think smarter not harder to be able to see closer into what Venus is hiding."
8543,a028a4eb5b86,"The Author says ""...Our travels on Earth and beyond should not be limited by dangers and doughts but should be expanded to meet the very edges of imagination and innovation."""
8544,a028a4eb5b86,This meaning not to thing to hard and work with what you got insted of thinking of a way to get all information right away.
8545,754bda8304f3,Studying venus would be really interesting but venus is hard to study because it´s dangerous and it has really high pressure.
8546,6d61e10f305e,Venus is sometimes known as earth´s twin because venus is the closest planet to earth in terms of density and size.
8547,5dd989a9048c,Scientist have tried to get to get numerous spacecrafts on venus but no spacecraft survived the landing for more than a few hours.
8548,5dd989a9048c,Venus is one of the hardest planet to study and research.
